2196,2175,2161,2145,2136,2132,2130,2129,2197,2121,2141
0.9995309317,1.568047751,1.277652371,1.194161767,1.444298015,1.052710488,1.438972935,0.9967438578,1.703694758,1.450350968,0.8926400847
0.8768806731,0.9548186304,1.23010881,0.8286667216,0.8901848635,1.015057609,0.8687215041,1.158758523,0.8539765449,1.303937307,1.045515955
1.015919463,1.118250495,0.9879909697,0.9169170101,1.227835131,0.7103253115,1.166185302,0.8294127865,0.8763849743,1.193416501,0.5225802537
1.123621268,1.355039467,1.013328177,0.9689683424,1.193283273,1.180483867,0.9960867184,0.9232101499,0.8079612317,1.16757654,0.9537936292
1.179459835,1.345864445,1.020723394,0.9748553154,1.04970222,0.882851904,1.078069789,0.9229330453,0.9018307796,1.255998038,1.762832791
1.203300001,1.035491232,1.286997961,1.196961663,1.022055386,1.282529715,1.055236882,1.206037762,0.7638473972,1.119739706,1.30292714
0.9762413126,1.216564339,1.235096857,1.004975043,1.083713971,1.219589542,0.956512887,1.149532139,1.320487277,0.9799704414,1.155060923
0.8952131609,1.003488197,0.807568996,0.9943109885,0.8908496223,1.147011747,0.9194734463,1.167951169,1.038532716,0.7467495531,0.8575048182
1.08474512,0.7265027173,0.7922783471,1.065566739,0.8704161862,0.9452361057,1.111194701,0.9464606898,1.129643234,0.7118271425,0.8793470694
0.8290010743,0.5380831558,0.5907994098,1.073900287,0.8247441408,1.002651032,0.8492031918,1.034948012,0.6171197506,0.5348177174,0.7471492049
0.8890256167,0.6351382937,0.8792354506,0.9741988748,0.6975633474,0.8511529934,0.8357561926,0.8697754133,0.9344281425,0.7486785724,0.7172534348
0.9270615436,0.5027112759,0.8782192556,0.8065172491,0.8053538432,0.7103996862,0.7245864523,0.7942364519,1.052093194,0.7869375114,1.163394696